date,open,high,low,close,volume
2025-07-15 14:25:00,211.52,211.53,211.29,211.38,314710.0
2025-07-15 14:20:00,211.43,211.58,211.36,211.51,244351.0
2025-07-15 14:15:00,211.6,211.67,211.41,211.43,247270.0
2025-07-15 14:10:00,211.37,211.64,211.31,211.58,251618.0
2025-07-15 14:05:00,211.41,211.52,211.34,211.38,235835.0
2025-07-15 14:00:00,211.28,211.49,211.21,211.42,268769.0
2025-07-15 13:55:00,211.27,211.35,211.13,211.28,291806.0
2025-07-15 13:50:00,210.97,211.31,210.91,211.27,177946.0
2025-07-15 13:45:00,211.0,211.17,210.97,210.98,193435.0
2025-07-15 13:40:00,211.03,211.11,210.8,210.97,160911.0
2025-07-15 13:35:00,210.84,211.08,210.84,211.03,220536.0
2025-07-15 13:30:00,210.69,210.85,210.68,210.83,148934.0
2025-07-15 13:25:00,210.67,210.69,210.52,210.68,149354.0
2025-07-15 13:20:00,210.61,210.76,210.56,210.67,126121.0
2025-07-15 13:15:00,210.62,210.65,210.45,210.61,172875.0
2025-07-15 13:10:00,210.75,210.91,210.52,210.6,125809.0
2025-07-15 13:05:00,210.9,211.06,210.72,210.74,277047.0
2025-07-15 13:00:00,210.56,210.95,210.56,210.9,168422.0
2025-07-15 12:55:00,210.71,210.78,210.38,210.57,224394.0
2025-07-15 12:50:00,210.64,210.92,210.61,210.72,173125.0
2025-07-15 12:45:00,210.59,210.81,210.58,210.65,175367.0
2025-07-15 12:40:00,210.67,210.75,210.45,210.54,166936.0
2025-07-15 12:35:00,210.83,210.89,210.57,210.68,133763.0
2025-07-15 12:30:00,210.7,211.0,210.67,210.84,217855.0
2025-07-15 12:25:00,210.51,210.74,210.36,210.68,188528.0
2025-07-15 12:20:00,210.45,210.8,210.43,210.58,220458.0
2025-07-15 12:15:00,210.54,210.68,210.42,210.46,171022.0
2025-07-15 12:10:00,210.61,210.65,210.49,210.56,176653.0
2025-07-15 12:05:00,210.55,210.89,210.37,210.63,495125.0
2025-07-15 12:00:00,210.81,210.91,210.53,210.57,331559.0
2025-07-15 11:55:00,211.0,211.01,210.74,210.77,336224.0
2025-07-15 11:50:00,211.56,211.58,210.99,211.03,446592.0
2025-07-15 11:45:00,211.57,211.74,211.29,211.55,472962.0
2025-07-15 11:40:00,211.75,211.82,211.47,211.56,573429.0
2025-07-15 11:35:00,211.28,211.89,211.22,211.76,667566.0
2025-07-15 11:30:00,211.44,211.46,211.04,211.27,537804.0
2025-07-15 11:25:00,210.79,211.43,210.75,211.43,684960.0
2025-07-15 11:20:00,210.67,210.95,210.49,210.8,468275.0
2025-07-15 11:15:00,210.23,210.72,210.01,210.72,442982.0
2025-07-15 11:10:00,209.78,210.57,209.72,210.25,771960.0
2025-07-15 11:05:00,209.36,209.87,209.35,209.8,408060.0
2025-07-15 11:00:00,209.38,209.58,209.27,209.37,339793.0
2025-07-15 10:55:00,209.38,209.46,209.23,209.34,319954.0
2025-07-15 10:50:00,209.79,209.84,209.2,209.39,414130.0
2025-07-15 10:45:00,209.84,210.08,209.77,209.81,361386.0
2025-07-15 10:40:00,209.73,209.85,209.51,209.85,323838.0
2025-07-15 10:35:00,209.88,209.93,209.58,209.74,344939.0
2025-07-15 10:30:00,210.14,210.17,209.58,209.87,420441.0
2025-07-15 10:25:00,209.89,210.26,209.81,210.15,483441.0
2025-07-15 10:20:00,209.9,209.93,209.7,209.89,297980.0
